country_region,province_state,confirmed,deaths,peak_confirmed,peak_deaths,start_date,days,avg_confirmed,avg_deaths,c_thisweek,d_thisweek,after_peak,after_min,after_expeak,c_maxweek,d_maxweek,c_minweek,c_beforemax,death_rate,c_thisweek/avg,d_thisweek/avg,c_thisweek/maxweek,d_thisweek/maxweek,c_thisweek/beforemax
Indonesia,-,31186,1851,993.0,60.0,2020-03-02,85,365.7647058823529,21.71764705882353,676.625,34.75,2,84,18,662.25,31.25,19.0,590.5,0.059353556082857695,1.8498914441942746,1.6000812567713976,1.0217063042657606,1.112,1.1458509737510585
Iran,-,171789,8281,3574.0,158.0,2020-02-19,103,1666.9320388349515,80.24271844660194,2854.875,68.375,4,103,70,2834.875,134.25,44.0,2482.125,0.04820448340697018,1.7126523058464478,0.8521022383545069,1.007054984787689,0.5093109869646183,1.1501737422571385
Iraq,-,12366,346,1268.0,33.0,2020-02-24,87,141.32183908045977,3.8850574712643677,773.375,18.875,1,79,10,773.375,16.625,14.125,249.5,0.027979945010512697,5.472437982919886,4.858357988165681,1.0,1.1353383458646618,3.099699398797595
Ireland,-,25201,1679,1515.0,220.0,2020-02-29,86,291.98837209302326,19.558139534883722,34.0,3.75,59,6,46,530.0,66.0,46.0,632.5,0.0666243403039562,0.11644299311058898,0.1917360285374554,0.06415094339622641,0.056818181818181816,0.05375494071146245
Israel,-,17863,298,1131.0,13.0,2020-02-21,88,202.0909090909091,3.3863636363636362,106.375,1.75,75,15,64,264.875,8.625,13.625,601.375,0.016682528130773106,0.5263720197930725,0.5167785234899329,0.4016045304388863,0.2028985507246377,0.17688630222406984
Italy,-,234998,33899,6557.0,919.0,2020-01-31,106,2216.377358490566,319.7830188679245,291.75,69.875,79,105,65,4489.75,716.125,83.5,4766.75,0.1442522915088639,0.13163372152415975,0.2185075375401953,0.06498134640013364,0.09757374759993018,0.06120522368490061
Jamaica,-,598,10,52.0,1.0,2020-03-11,54,9.722222222222221,0.1111111111111111,2.125,0.125,54,2,43,52.0,0.125,2.625,23.375,0.016722408026755852,0.21857142857142858,1.125,0.040865384615384616,1.0,0.09090909090909091
Japan,-,17039,917,1161.0,49.0,2020-01-22,108,161.25,8.49074074074074,40.375,3.0,52,91,42,640.0,20.5,31.875,419.5,0.05381771230706028,0.2503875968992248,0.3533260632497274,0.0630859375,0.14634146341463414,0.09624553039332538
Jordan,-,808,9,40.0,2.0,2020-03-03,78,9.26923076923077,0.11538461538461539,9.25,0.0,74,36,19,25.4,0.625,2.125,12.0,0.011138613861386138,0.9979253112033194,0.0,0.3641732283464567,0.0,0.7708333333333334
Kazakhstan,-,12694,56,685.0,5.0,2020-03-13,74,170.44594594594594,0.7702702702702703,289.0,2.25,17,70,5,293.5,1.0,44.2,387.25,0.004411533007720183,1.6955522080393246,2.9210526315789473,0.9846678023850085,2.25,0.7462879276952873
Kenya,-,2767,84,167.0,5.0,2020-03-13,67,40.08955223880597,1.2388059701492538,109.875,2.625,1,58,11,109.875,2.25,8.625,73.625,0.030357788218286955,2.7407390171258377,2.1189759036144578,1.0,1.1666666666666667,1.4923599320882852
"Korea, South",-,11814,273,851.0,11.0,2020-01-22,109,108.10091743119266,2.5045871559633026,43.25,0.375,97,34,107,544.125,2.75,6.75,134.0,0.023108176739461656,0.4000891114317237,0.14972527472527472,0.07948541235929245,0.13636363636363635,0.32276119402985076
Kosovo,-,1142,30,104.0,4.0,2020-03-26,69,15.18840579710145,0.42028985507246375,9.75,0.0,55,11,5,30.25,0.625,7.375,13.0,0.02626970227670753,0.6419370229007634,0.0,0.32231404958677684,0.0,0.75
Kuwait,-,31848,264,1073.0,11.0,2020-02-24,86,369.3953488372093,3.0697674418604652,707.0,7.375,20,77,10,934.75,8.375,9.625,821.875,0.008289374529012811,1.9139385545202718,2.402462121212121,0.7563519657662476,0.8805970149253731,0.8602281368821293
Kyrgyzstan,-,2007,22,78.0,3.0,2020-03-18,69,27.72463768115942,0.3188405797101449,35.625,0.75,21,64,11,26.75,0.5,8.833333333333334,40.5,0.01096163428001993,1.2849581808677468,2.3522727272727275,1.3317757009345794,1.5,0.8796296296296297
Latvia,-,1088,25,48.0,4.0,2020-03-02,80,12.525,0.3125,2.875,0.125,68,2,77,31.125,0.5,2.75,23.5,0.02297794117647059,0.22954091816367264,0.4,0.09236947791164658,0.25,0.12234042553191489
Lebanon,-,1331,30,63.0,2.0,2020-02-21,85,14.564705882352941,0.3176470588235294,17.5,0.5,18,34,78,18.25,0.375,3.875,19.375,0.022539444027047332,1.201534733441034,1.5740740740740742,0.958904109589041,1.3333333333333333,0.9032258064516129
Liberia,-,359,30,17.0,4.0,2020-03-16,48,5.416666666666667,0.4583333333333333,9.875,0.375,41,13,6,5.25,1.0,4.625,5.75,0.08356545961002786,1.823076923076923,0.8181818181818182,1.880952380952381,0.375,1.7173913043478262
Lithuania,-,1714,71,90.0,6.0,2020-02-28,78,22.256410256410255,0.8974358974358975,5.5,0.125,51,5,65,30.0,1.625,5.625,51.625,0.041423570595099185,0.24711981566820276,0.1392857142857143,0.18333333333333332,0.07692307692307693,0.10653753026634383
Luxembourg,-,4039,110,234.0,8.0,2020-02-29,83,47.734939759036145,1.3373493975903614,2.875,0.0,75,6,62,149.125,3.875,3.375,122.75,0.02723446397623174,0.06022841998990409,0.0,0.019279128248113998,0.0,0.023421588594704685
Madagascar,-,1052,9,63.0,3.0,2020-03-20,58,16.655172413793103,0.15517241379310345,36.75,0.375,5,43,23,40.25,0.375,0.5,12.125,0.008555133079847909,2.206521739130435,2.4166666666666665,0.9130434782608695,1.0,3.0309278350515463
Malawi,-,438,4,102.0,0.0,2020-04-02,14,25.357142857142858,0.0,19.875,0.0,11,8,1,30.0,0.0,28.714285714285715,19.875,0.0091324200913242,0.7838028169014084,0.0,0.6625,0.0,1.0
Malaysia,-,8322,117,277.0,8.0,2020-01-25,91,90.36263736263736,1.2857142857142858,70.0,0.25,4,11,74,78.5,3.875,77.5,155.125,0.014059120403749098,0.7746564514167579,0.19444444444444442,0.89171974522293,0.06451612903225806,0.4512489927477841
Maldives,-,1903,8,190.0,1.0,2020-03-08,46,39.5,0.17391304347826086,28.875,0.375,39,1,8,47.75,0.375,28.875,57.5,0.004203888596952181,0.7310126582278481,2.15625,0.6047120418848168,1.0,0.5021739130434782
Mali,-,1533,90,78.0,6.0,2020-03-25,57,25.36842105263158,1.456140350877193,35.375,1.75,11,54,40,32.875,1.875,15.25,28.0,0.05870841487279843,1.3944502074688796,1.2018072289156625,1.0760456273764258,0.9333333333333333,1.2633928571428572
Malta,-,629,9,52.0,2.0,2020-03-07,77,7.0,0.11688311688311688,1.375,0.0,62,6,75,17.125,0.375,1.125,13.0,0.014308426073131956,0.19642857142857142,0.0,0.08029197080291971,0.0,0.10576923076923077
Mauritania,-,1049,55,102.0,8.0,2020-03-14,20,48.4,2.55,70.75,4.375,1,13,10,70.75,2.75,23.375,31.25,0.052430886558627265,1.4617768595041323,1.715686274509804,1.0,1.5909090909090908,2.264
Mauritius,-,337,10,41.0,2.0,2020-03-18,72,3.4027777777777777,0.1111111111111111,0.25,0.0,60,10,70,19.125,0.25,0.375,11.333333333333334,0.02967359050445104,0.07346938775510205,0.0,0.013071895424836602,0.0,0.022058823529411763
Mexico,-,117103,13699,4442.0,1092.0,2020-02-28,82,1426.9512195121952,167.0609756097561,3698.875,490.0,4,82,13,3457.125,449.375,25.0,2865.875,0.11698248550421424,2.5921523801384496,2.9330608073582014,1.0699280471490038,1.090403337969402,1.2906616652854712
Moldova,-,9700,341,264.0,11.0,2020-03-08,77,124.75324675324676,4.415584415584416,200.25,6.25,2,77,26,201.875,6.25,15.0,130.375,0.03515463917525773,1.6051686445971267,1.415441176470588,0.9919504643962849,1.0,1.5359539789069991
Mongolia,-,193,0,37.0,0.0,2020-03-10,23,4.130434782608695,0.0,1.75,0.0,23,4,10,37.0,0.0,4.75,4.875,0.0,0.42368421052631583,0.0,0.0472972972972973,0.0,0.358974358974359
Montenegro,-,324,9,30.0,1.0,2020-03-17,69,3.3768115942028984,0.11594202898550725,0.0,0.0,66,34,53,20.75,0.125,0.375,6.875,0.027777777777777776,0.0,0.0,0.0,0.0,0.0
Morocco,-,8224,208,281.0,12.0,2020-03-02,78,104.2051282051282,2.628205128205128,55.5,0.5,52,78,28,148.75,3.3333333333333335,19.0,172.25,0.02529182879377432,0.5326033464566929,0.1902439024390244,0.373109243697479,0.15,0.32220609579100146
Mozambique,-,424,2,55.0,1.0,2020-03-22,28,11.892857142857142,0.07142857142857142,22.5,0.0,2,10,15,21.875,0.25,9.0,8.125,0.0047169811320754715,1.8918918918918919,0.0,1.0285714285714285,0.0,2.769230769230769
Nepal,-,3448,13,334.0,2.0,2020-01-25,32,104.6875,0.40625,255.875,0.875,4,31,13,218.5,0.875,1.5,49.625,0.0037703016241299302,2.444179104477612,2.1538461538461537,1.1710526315789473,1.0,5.156171284634761
Netherlands,-,47574,6013,1335.0,234.0,2020-02-27,94,505.2340425531915,63.96808510638298,164.625,7.75,59,94,73,1050.0,154.625,46.0,767.875,0.1263925673687308,0.3258390886886212,0.1211541659737236,0.15678571428571428,0.050121261115602264,0.2143903630148136
Netherlands,Aruba,101,3,3.0,1.0,2020-03-13,47,0.0851063829787234,0.02127659574468085,0.0,0.0,47,34,34,3.0,0.125,0.125,0.125,0.0297029702970297,0.0,0.0,0.0,0.0,0.0
New Zealand,-,1504,22,89.0,4.0,2020-02-28,78,18.641025641025642,0.28205128205128205,0.0,0.0,64,18,73,73.5,1.0,0.875,52.666666666666664,0.014627659574468085,0.0,0.0,0.0,0.0,0.0
Nicaragua,-,1118,46,480.0,18.0,2020-03-19,20,54.65,1.9,44.875,1.375,13,18,4,91.75,3.375,84.66666666666667,44.875,0.04114490161001789,0.8211344922232389,0.7236842105263158,0.4891008174386921,0.4074074074074074,1.0
Niger,-,973,65,69.0,4.0,2020-03-20,66,13.257575757575758,0.9090909090909091,2.125,0.125,63,5,52,38.75,1.25,1.125,27.125,0.06680369989722508,0.16028571428571428,0.1375,0.054838709677419356,0.1,0.07834101382488479
Nigeria,-,12486,354,553.0,17.0,2020-02-28,71,174.6056338028169,4.971830985915493,328.875,10.125,9,65,31,324.25,6.625,17.857142857142858,247.5,0.028351753964440174,1.8835302895861903,2.0364730878186967,1.0142636854279106,1.528301886792453,1.3287878787878789
North Macedonia,-,3025,153,179.0,7.0,2020-02-26,78,37.69230769230769,1.9615384615384615,107.625,2.75,3,36,53,89.125,3.375,18.0,58.0,0.05057851239669422,2.8553571428571427,1.4019607843137256,1.2075736325385695,0.8148148148148148,1.855603448275862
Norway,-,8547,238,386.0,16.0,2020-02-26,94,90.0,2.5319148936170213,13.75,0.25,73,8,87,251.125,6.625,11.75,113.625,0.027846027846027847,0.1527777777777778,0.09873949579831932,0.0547536087605774,0.03773584905660377,0.12101210121012101
Oman,-,16882,75,1014.0,9.0,2020-02-24,74,226.7972972972973,1.0135135135135136,807.375,4.125,8,74,17,522.5,2.75,10.0,306.625,0.004442601587489634,3.559896919501877,4.069999999999999,1.5452153110047846,1.5,2.6331023236852835
Pakistan,-,98943,2002,4960.0,97.0,2020-02-26,84,1177.2619047619048,23.833333333333332,4060.75,75.875,1,78,24,4060.75,77.25,103.28571428571429,1769.375,0.020233872027328865,3.449317423399737,3.1835664335664338,1.0,0.982200647249191,2.295019427764041
Panama,-,16425,393,541.0,16.0,2020-03-10,81,201.71604938271605,4.839506172839506,425.875,7.875,2,81,11,434.125,7.5,23.0,269.25,0.023926940639269405,2.111259869025032,1.6272321428571428,0.9809962568384681,1.05,1.5817084493964717
Paraguay,-,1135,11,126.0,2.0,2020-03-08,64,16.234375,0.125,21.375,0.0,30,3,5,44.5,1.0,23.375,24.125,0.009691629955947136,1.31665062560154,0.0,0.4803370786516854,0.0,0.8860103626943006
Peru,-,196515,5465,8875.0,260.0,2020-03-06,83,2366.614457831325,65.8433734939759,5105.5,136.75,5,76,18,6145.375,138.25,41.25,4057.875,0.02780958196575325,2.15730111134303,2.0768984446477585,0.830787380753819,0.9891500904159132,1.2581708406493546
Philippines,-,21895,1003,1046.0,50.0,2020-01-30,86,253.84883720930233,11.627906976744185,583.875,6.625,10,84,1,400.0,19.125,26.0,583.875,0.045809545558346654,2.3000893225230175,0.56975,1.4596875,0.3464052287581699,1.0
Poland,-,26561,1157,595.0,40.0,2020-03-04,86,308.0581395348837,13.430232558139535,373.75,12.0,27,82,2,364.375,22.5,36.6,353.875,0.0435601069236851,1.2132450081153512,0.8935064935064935,1.0257289879931388,0.5333333333333333,1.0561638996820912
Portugal,-,34693,1479,1516.0,37.0,2020-03-02,87,399.9425287356322,17.0,311.25,10.375,59,87,69,804.75,23.25,53.0,672.875,0.042631078315510336,0.7782368156344301,0.6102941176470589,0.38676607642124883,0.44623655913978494,0.4625673416310607
Qatar,-,68790,54,2355.0,4.0,2020-02-29,89,772.6516853932584,0.6067415730337079,1691.0,2.25,9,77,25,1847.625,2.0,12.5,1287.5,0.0007849978194505015,2.188567024401594,3.708333333333333,0.9152290102158176,1.125,1.3133980582524272
Romania,-,20479,1333,523.0,35.0,2020-02-26,86,237.09302325581396,15.5,168.25,9.25,58,85,47,350.875,25.75,21.0,353.875,0.06509106889984863,0.7096370769985286,0.5967741935483871,0.4795154969718561,0.3592233009708738,0.47545037089367714
Russia,-,467073,5851,11656.0,232.0,2020-01-31,83,5626.301204819277,70.49397590361446,8812.25,162.0,28,83,37,10832.125,159.375,24.0,6929.0,0.012526949748754478,1.566259906677545,2.298068706204068,0.813529201333995,1.016470588235294,1.2717924664453746
Rwanda,-,439,2,22.0,1.0,2020-03-14,65,5.384615384615385,0.03076923076923077,10.0,0.125,45,17,65,4.75,0.25,4.25,13.0,0.004555808656036446,1.857142857142857,4.0625,2.1052631578947367,0.5,0.7692307692307693
San Marino,-,680,42,54.0,6.0,2020-02-27,85,7.1647058823529415,0.43529411764705883,1.125,0.0,53,6,78,18.375,2.142857142857143,0.75,11.875,0.061764705882352944,0.15701970443349753,0.0,0.061224489795918366,0.0,0.09473684210526316
Sao Tome and Principe,-,513,12,151.0,3.0,2020-04-06,34,14.411764705882353,0.2647058823529412,4.25,0.0,34,4,13,151.0,0.5,5.25,24.375,0.023391812865497075,0.29489795918367345,0.0,0.028145695364238412,0.0,0.17435897435897435
Saudi Arabia,-,101914,712,3121.0,36.0,2020-03-02,86,1184.046511627907,8.279069767441861,2316.25,29.0,2,84,23,2137.875,29.0,10.666666666666666,2073.0,0.006986282551955571,1.9562153828023727,3.502808988764045,1.0834356545635269,1.0,1.1173420164013508
Senegal,-,4328,49,177.0,4.0,2020-03-02,74,57.148648648648646,0.6621621621621622,99.125,0.875,28,57,3,88.0,1.375,7.625,100.875,0.01132162661737523,1.7345117048947742,1.3214285714285714,1.1264204545454546,0.6363636363636364,0.9826517967781908
Serbia,-,11823,249,445.0,12.0,2020-03-06,81,144.93827160493828,3.111111111111111,55.25,0.875,53,7,37,331.5,3.5,33.875,234.875,0.02106064450647044,0.3811967632027257,0.28125,0.16666666666666666,0.25,0.23523150612027674
Sierra Leone,-,969,48,86.0,7.0,2020-03-31,41,21.365853658536587,1.0731707317073171,14.625,0.25,15,7,26,30.625,1.875,19.75,23.5,0.04953560371517028,0.6845034246575342,0.23295454545454544,0.4775510204081633,0.13333333333333333,0.6223404255319149
Singapore,-,37910,25,1426.0,2.0,2020-01-23,100,378.17,0.25,443.0,0.25,49,97,38,685.25,0.75,4.25,740.375,0.0006594566077552098,1.1714308379829177,1.0,0.6464793870850055,0.3333333333333333,0.5983454330575722
Slovakia,-,1528,28,114.0,4.0,2020-03-06,82,17.75609756097561,0.35365853658536583,0.875,0.0,53,4,63,36.875,0.5,1.375,27.5,0.01832460732984293,0.04927884615384615,0.0,0.023728813559322035,0.0,0.031818181818181815
Slovenia,-,1485,109,70.0,6.0,2020-03-05,87,16.04597701149425,1.2528735632183907,1.5,0.125,73,1,87,43.25,3.125,1.5,52.0,0.0734006734006734,0.0934813753581662,0.09977064220183487,0.03468208092485549,0.04,0.028846153846153848
Somalia,-,2334,83,97.0,8.0,2020-03-16,52,43.34615384615385,1.5,52.25,1.25,11,39,2,31.875,1.5714285714285714,39.375,57.625,0.03556126820908312,1.2054125998225378,0.8333333333333334,1.6392156862745098,0.7954545454545455,0.9067245119305857
South Africa,-,48285,998,3267.0,60.0,2020-03-05,82,588.0853658536586,12.170731707317072,2164.75,44.375,4,72,15,1856.875,41.375,123.125,1028.5,0.020668944806875842,3.6810132094643633,3.6460420841683367,1.1658027600134635,1.0725075528700907,2.104764219737482
Spain,-,241550,27136,9630.0,961.0,2020-02-01,98,2570.122448979592,296.46938775510205,290.25,1.375,75,98,53,4720.875,837.625,36.0,4591.0,0.1123411302007866,0.11293236246982595,0.004637915605424382,0.06148224640559218,0.0016415460379047902,0.06322152036593334
Sri Lanka,-,1835,11,150.0,1.0,2020-01-27,76,22.86842105263158,0.14473684210526316,26.875,0.125,12,19,42,55.25,0.25,17.375,39.625,0.005994550408719346,1.1752013808975834,0.8636363636363636,0.48642533936651583,0.5,0.6782334384858044
Sudan,-,6081,359,5087.0,349.0,2020-03-13,80,1222.175,73.3,2279.625,157.4375,4,79,24,2219.75,151.625,103.0,1483.75,0.059036342706791645,1.8652197925828953,2.1478512960436564,1.0269737583061156,1.0383347073371805,1.5363942712721146
Sweden,-,44730,4659,2214.0,185.0,2020-01-31,94,474.8510638297872,49.56382978723404,952.125,33.0,5,94,45,795.375,105.75,7.0,628.375,0.10415828303152247,2.0051023837261406,0.6658081133290406,1.1970768505421971,0.3120567375886525,1.5152178237517406
Switzerland,-,30965,1921,1321.0,75.0,2020-02-25,95,325.0,20.221052631578946,15.0,0.25,77,6,68,824.375,54.375,16.0,986.375,0.06203778459551106,0.046153846153846156,0.012363352420614265,0.01819560272934041,0.004597701149425287,0.01520719807375491
Syria,-,141,6,20.0,1.0,2020-03-22,14,3.9285714285714284,0.14285714285714285,2.375,0.25,14,2,1,20.0,0.25,0.375,2.375,0.0425531914893617,0.6045454545454546,1.75,0.11875,1.0,1.0
Taiwan,-,443,7,27.0,3.0,2020-01-22,82,4.463414634146342,0.07317073170731707,0.125,0.0,80,7,50,19.333333333333332,0.375,0.25,4.375,0.01580135440180587,0.028005464480874313,0.0,0.006465517241379311,0.0,0.02857142857142857
Tajikistan,-,4529,48,211.0,8.0,2020-04-30,36,123.69444444444444,1.2777777777777777,90.25,0.125,24,28,15,82.125,2.5714285714285716,66.625,200.875,0.010598366085228527,0.7296204805748934,0.09782608695652174,1.0989345509893456,0.048611111111111105,0.4492843808338519
Tanzania,-,509,21,181.0,6.0,2020-03-16,52,7.980769230769231,0.3269230769230769,0.0,0.0,40,45,49,28.25,0.75,25.625,40.0,0.0412573673870334,0.0,0.0,0.0,0.0,0.0
Thailand,-,3112,58,188.0,4.0,2020-01-22,85,35.64705882352941,0.6705882352941176,4.375,0.125,78,3,69,64.625,1.875,4.625,116.25,0.018637532133676093,0.12273102310231022,0.18640350877192985,0.06769825918762089,0.06666666666666667,0.03763440860215054
Togo,-,495,13,35.0,2.0,2020-03-06,40,9.9,0.175,7.75,0.0,23,7,11,19.125,1.5,7.75,10.25,0.026262626262626262,0.7828282828282828,0.0,0.40522875816993464,0.0,0.7560975609756098
Trinidad and Tobago,-,117,8,5.0,1.0,2020-03-14,65,0.2923076923076923,0.03076923076923077,0.0,0.0,65,9,54,5.0,0.6666666666666666,0.125,0.875,0.06837606837606838,0.0,0.0,0.0,0.0,0.0
Tunisia,-,1087,49,82.0,4.0,2020-03-04,76,13.131578947368421,0.6052631578947368,1.375,0.125,69,5,53,38.125,1.75,4.5,24.25,0.045078196872125116,0.10470941883767534,0.20652173913043478,0.036065573770491806,0.07142857142857142,0.05670103092783505
Turkey,-,170132,4692,5138.0,127.0,2020-03-11,81,2099.185185185185,57.91358024691358,878.625,22.125,58,81,49,3905.75,114.5,94.0,4253.0,0.02757858603907554,0.418555259536328,0.3820347473886165,0.22495679446969213,0.19323144104803494,0.2065894662591112
US,Alabama,20166,688,687.0,37.0,2020-03-13,80,251.1,8.6,351.0,8.75,14,79,2,428.25,17.625,26.5,334.75,0.03411683030843995,1.3978494623655915,1.0174418604651163,0.819614711033275,0.49645390070921985,1.0485436893203883
US,Alaska,544,10,26.0,10.0,2020-03-12,72,6.375,0.2638888888888889,13.75,0.0,8,12,62,6.5,1.25,1.5,11.75,0.01838235294117647,2.156862745098039,0.0,2.1153846153846154,0.0,1.1702127659574468
US,Arizona,26889,1040,1578.0,66.0,2020-01-26,79,339.56962025316454,13.164556962025317,954.25,18.0,3,7,31,821.0,24.5,473.0,359.75,0.0386775261259251,2.810174830388429,1.3673076923076921,1.1623020706455542,0.7346938775510204,2.652536483669215
US,Arkansas,9426,154,454.0,10.0,2020-03-11,80,117.05,1.95,302.0,2.625,18,50,2,152.625,3.875,69.0,290.625,0.01633778909399533,2.5800939769329347,1.3461538461538463,1.9787059787059786,0.6774193548387096,1.0391397849462365
US,California,130753,4632,3468.0,144.0,2020-01-26,93,1405.0967741935483,49.763440860215056,2596.0,61.375,9,92,34,2413.875,68.625,26.0,1690.375,0.03542557340940552,1.8475595757380965,1.2333351339671563,1.0754492258298378,0.8943533697632058,1.5357539007616654
US,Colorado,28001,1527,1182.0,122.0,2020-03-06,86,324.69767441860466,17.767441860465116,237.875,10.5,53,83,44,377.5,37.25,26.5,479.75,0.05453376665119103,0.7326045695459104,0.5909685863874345,0.6301324503311259,0.28187919463087246,0.4958311620635748
US,Connecticut,43968,4071,2109.0,204.0,2020-03-09,81,541.6296296296297,50.24691358024691,243.25,19.875,47,79,56,1060.0,97.125,42.333333333333336,963.25,0.0925900655021834,0.44910763129102843,0.39554668304668306,0.2294811320754717,0.20463320463320464,0.25253049571762265
US,Delaware,9942,398,458.0,21.0,2020-03-12,76,129.67105263157896,5.2368421052631575,65.0,4.625,43,75,33,187.0,5.75,16.0,150.375,0.040032186682760006,0.5012683916793506,0.8831658291457287,0.34759358288770054,0.8043478260869565,0.4322527015793849
US,District of Columbia,9332,489,335.0,45.0,2020-03-08,78,118.38461538461539,6.32051282051282,76.875,3.375,38,78,18,162.125,6.25,18.0,150.5,0.052400342906129445,0.6493664717348928,0.533975659229209,0.47417116422513494,0.54,0.510797342192691
US,Florida,63938,2700,1449.0,110.0,2020-03-02,85,751.0823529411765,31.729411764705883,1064.625,31.75,67,84,4,879.125,39.625,35.5,943.625,0.0422284087709969,1.417454418721218,1.0006488691138302,1.2110052609128394,0.8012618296529969,1.128228904490661
US,Georgia,51920,2180,2299.0,81.0,2020-03-03,84,616.9285714285714,25.94047619047619,697.875,22.5,12,84,62,986.75,28.75,23.0,766.5,0.04198767334360555,1.1312087530392496,0.867370353373107,0.7072460096275652,0.782608695652174,0.9104696673189824
US,Hawaii,675,17,34.0,7.0,2020-03-07,75,7.8933333333333335,0.22666666666666666,3.0,0.0,66,5,51,26.625,0.875,1.25,13.5,0.025185185185185185,0.38006756756756754,0.0,0.11267605633802817,0.0,0.2222222222222222
US,Idaho,3139,83,221.0,6.0,2020-03-14,75,40.88,1.1066666666666667,37.625,0.125,67,8,54,95.875,3.375,26.625,47.125,0.026441541892322395,0.920376712328767,0.11295180722891567,0.3924380704041721,0.037037037037037035,0.7984084880636605
US,Illinois,127757,5904,4014.0,190.0,2020-01-24,84,1519.8214285714287,70.28571428571429,1105.5,71.75,27,84,38,2398.25,119.125,12.0,2389.625,0.04621273198337469,0.7273880860063446,1.0208333333333333,0.46096111748149693,0.602308499475341,0.4626248888423916
US,Indiana,37397,2121,1185.0,62.0,2020-03-06,80,466.775,26.45,480.75,22.25,45,77,8,511.75,37.875,50.75,459.5,0.056715779340588815,1.0299394783353866,0.8412098298676749,0.9394235466536395,0.5874587458745875,1.0462459194776932
US,Iowa,21611,602,756.0,26.0,2020-03-09,77,279.4935064935065,7.818181818181818,309.5,9.375,37,77,4,523.875,13.5,15.0,306.0,0.027856184350562214,1.107360252776358,1.1991279069767442,0.5907897876401813,0.6944444444444444,1.011437908496732
US,Kansas,10468,232,501.0,11.0,2020-03-08,75,138.34666666666666,3.066666666666667,88.125,2.375,39,8,17,253.125,4.25,89.5,166.625,0.02216278181123424,0.6369867964533539,0.7744565217391304,0.34814814814814815,0.5588235294117647,0.5288822205551388
US,Kentucky,11287,470,572.0,20.0,2020-03-09,77,145.72727272727272,6.064935064935065,198.875,4.875,34,71,13,209.375,6.875,46.142857142857146,129.25,0.04164082572871445,1.364706799750468,0.8038008565310493,0.9498507462686567,0.7090909090909091,1.5386847195357833
US,Louisiana,42816,2825,2670.0,174.0,2020-03-09,85,502.7176470588235,33.22352941176471,406.5,18.375,67,85,18,912.375,62.375,18.0,483.75,0.06598000747384156,0.8086049940324355,0.5530718838526911,0.4455404849979449,0.29458917835671344,0.8403100775193798
US,Maine,2570,99,107.0,5.0,2020-03-12,77,32.22077922077922,1.2857142857142858,36.5,1.25,13,42,32,49.5,2.0,19.5,34.375,0.03852140077821012,1.1328093510681176,0.9722222222222221,0.7373737373737373,0.625,1.0618181818181818
US,Maryland,57973,2788,1783.0,162.0,2020-03-06,81,714.6666666666666,34.96296296296296,744.75,47.625,20,81,38,1021.5,61.875,22.0,966.25,0.048091352871164166,1.0420942164179106,1.3621557203389831,0.7290748898678414,0.7696969696969697,0.7707632600258733
US,Massachusetts,103436,7316,4946.0,253.0,2020-02-01,88,1174.3295454545455,83.13636363636364,891.875,68.5,45,86,7,2348.5,180.5,14.666666666666666,1015.25,0.07072972659422251,0.7594759098518497,0.8239475123018042,0.3797636789440068,0.37950138504155123,0.8784782073380941
US,Michigan,64413,5895,5296.0,281.0,2020-03-10,81,794.2345679012345,72.76543209876543,941.25,54.0,3,7,66,940.5,130.125,356.5,1235.5,0.09151879279027525,1.1851032906906254,0.7421106209704784,1.0007974481658692,0.414985590778098,0.7618373128288143
US,Minnesota,27886,1186,1011.0,35.0,2020-03-06,80,347.4625,14.825,462.75,20.0,40,79,16,264.125,23.75,24.0,700.875,0.04253030194362763,1.331798395510307,1.349072512647555,1.7520113582584005,0.8421052631578947,0.6602461209202782
US,Mississippi,17270,817,420.0,32.0,2020-03-12,79,217.59493670886076,10.341772151898734,258.5,11.75,10,77,31,320.75,16.875,56.333333333333336,284.375,0.04730746960046323,1.1879872018615474,1.1361689106487147,0.8059236165237724,0.6962962962962963,0.909010989010989
US,Missouri,14553,809,366.0,44.0,2020-03-08,78,185.42307692307693,10.333333333333334,199.5,4.875,35,78,63,218.25,13.75,16.0,229.375,0.05558991273276988,1.075917859365277,0.47177419354838707,0.9140893470790378,0.35454545454545455,0.8697547683923705
US,Montana,552,20,82.0,3.0,2020-03-13,73,6.342465753424658,0.273972602739726,5.25,0.125,53,2,73,10.25,0.375,6.125,31.0,0.036231884057971016,0.8277537796976242,0.45625000000000004,0.5121951219512195,0.3333333333333333,0.1693548387096774
US,Nebraska,15448,187,628.0,56.0,2020-03-06,72,213.40277777777777,2.5694444444444446,220.0,2.625,31,71,40,432.875,7.0,23.0,290.5,0.012105126877265665,1.0309144158802472,1.0216216216216216,0.5082298585041871,0.375,0.7573149741824441
US,Nevada,9649,438,700.0,52.0,2020-03-05,80,120.125,5.65,141.75,3.125,53,31,30,125.75,9.25,89.625,128.75,0.045393305005700074,1.1800208116545265,0.5530973451327433,1.1272365805168987,0.33783783783783783,1.1009708737864077
US,New Hampshire,5043,283,214.0,19.0,2020-03-02,77,64.48051948051948,3.675324675324675,61.5,5.125,18,76,38,79.5,6.375,15.0,80.0,0.0561173904421971,0.9537764350453173,1.3944346289752652,0.7735849056603774,0.803921568627451,0.76875
