,COUNTRY,MEASURE,TYPE,LEVEL,REGION,CATEGORY,DATE_IMPLEMENTED,ENTRY_DATE
2519,Morocco,awareness campaigns,Introduction / extension of measures,-,Africa,Public health measures,2020-02-04,2020-04-21 00:00:00
2520,Morocco,border closure,Introduction / extension of measures,-,Africa,Movement restrictions,2020-03-14,2020-03-15 00:00:00
2521,Morocco,changes in prison-related policies,Introduction / extension of measures,-,Africa,Social distancing,2020-03-26,2020-04-29 00:00:00
2522,Morocco,closure of businesses and public services,Phase-out measure,-,Africa,Social distancing,2020-05-16,2020-05-20 00:00:00
2523,Morocco,curfews,Introduction / extension of measures,-,Africa,Movement restrictions,2020-04-23,2020-04-29 00:00:00
2524,Morocco,domestic travel restrictions,Introduction / extension of measures,-,Africa,Movement restrictions,2020-03-21,2020-04-21 00:00:00
2525,Morocco,economic measures,Introduction / extension of measures,-,Africa,Governance and socio-economic measures,2020-03-12,2020-04-21 00:00:00
2526,Morocco,emergency administrative structures activated or established,Introduction / extension of measures,-,Africa,Governance and socio-economic measures,2020-03-12,2020-04-21 00:00:00
2527,Morocco,emergency administrative structures activated or established,Phase-out measure,-,Africa,Governance and socio-economic measures,2020-05-28,2020-06-03 00:00:00
2528,Morocco,general recommendations,Introduction / extension of measures,-,Africa,Public health measures,2020-01-29,2020-04-21 00:00:00
2529,Morocco,health screenings in airports and border crossings,Introduction / extension of measures,-,Africa,Public health measures,2020-01-25,2020-04-21 00:00:00
2530,Morocco,international flights suspension,Introduction / extension of measures,-,Africa,Movement restrictions,2020-03-08,2020-04-21 00:00:00
2531,Morocco,limit product imports/exports,Introduction / extension of measures,-,Africa,Governance and socio-economic measures,2020-03-12,2020-04-21 00:00:00
2532,Morocco,limit product imports/exports,Phase-out measure,-,Africa,Governance and socio-economic measures,2020-05-11,2020-05-20 00:00:00
2533,Morocco,limit public gatherings,Introduction / extension of measures,-,Africa,Social distancing,2020-03-01,2020-04-21 00:00:00
2534,Morocco,lockdown,Introduction / extension of measures,-,Africa,Lockdown,2020-03-20,2020-04-21 00:00:00
2535,Morocco,other public health measures enforced,Introduction / extension of measures,-,Africa,Public health measures,2020-03-23,2020-04-29 00:00:00
2536,Morocco,requirement to wear protective gear in public,Introduction / extension of measures,-,Africa,Public health measures,2020-03-16,2020-04-21 00:00:00
2537,Morocco,schools closure,Introduction / extension of measures,-,Africa,Social distancing,2020-03-13,2020-03-16 00:00:00
2538,Morocco,schools closure,Phase-out measure,-,Africa,Social distancing,2020-05-18,2020-05-20 00:00:00
2539,Morocco,state of emergency declared,Introduction / extension of measures,-,Africa,Governance and socio-economic measures,2020-03-20,2020-04-21 00:00:00
2540,Morocco,strengthening the public health system,Introduction / extension of measures,-,Africa,Public health measures,2020-01-25,2020-04-21 00:00:00
2541,Morocco,surveillance and monitoring,Introduction / extension of measures,-,Africa,Movement restrictions,2020-01-25,2020-04-21 00:00:00
2542,Morocco,testing policy,Introduction / extension of measures,-,Africa,Public health measures,2020-03-15,2020-04-21 00:00:00
2543,Morocco,visa restrictions,Introduction / extension of measures,-,Africa,Movement restrictions,2020-03-22,2020-04-21 00:00:00
2544,Mozambique,amendments to funeral and burial regulations,Introduction / extension of measures,-,Africa,Public health measures,2020-04-08,2020-04-14 00:00:00
2545,Mozambique,awareness campaigns,Introduction / extension of measures,-,Africa,Public health measures,2020-04-09,2020-04-14 00:00:00
2546,Mozambique,border closure,Introduction / extension of measures,-,Africa,Movement restrictions,2020-04-01,2020-03-31 00:00:00
2547,Mozambique,changes in prison-related policies,Introduction / extension of measures,-,Africa,Social distancing,2020-03-30,2020-04-07 00:00:00
2548,Mozambique,closure of businesses and public services,Introduction / extension of measures,-,Africa,Social distancing,2020-04-20,2020-04-28 00:00:00
2549,Mozambique,curfews,Introduction / extension of measures,-,Africa,Movement restrictions,2020-04-01,2020-04-07 00:00:00
2550,Mozambique,domestic travel restrictions,Introduction / extension of measures,-,Africa,Movement restrictions,2020-04-01,2020-03-31 00:00:00
2551,Mozambique,domestic travel restrictions,Phase-out measure,-,Africa,Movement restrictions,2020-04-08,2020-04-14 00:00:00
2552,Mozambique,economic measures,Introduction / extension of measures,-,Africa,Governance and socio-economic measures,2020-03-23,2020-03-24 00:00:00
2553,Mozambique,emergency administrative structures activated or established,Introduction / extension of measures,-,Africa,Governance and socio-economic measures,2020-03-23,2020-03-21 00:00:00
2554,Mozambique,general recommendations,Introduction / extension of measures,-,Africa,Public health measures,2020-04-01,2020-04-07 00:00:00
2555,Mozambique,health screenings in airports and border crossings,Introduction / extension of measures,-,Africa,Public health measures,2020-03-24,2020-03-24 00:00:00
2556,Mozambique,international flights suspension,Introduction / extension of measures,-,Africa,Movement restrictions,2020-05-12,2020-05-18 00:00:00
2557,Mozambique,isolation and quarantine policies,Introduction / extension of measures,-,Africa,Public health measures,2020-03-13,2020-03-16 00:00:00
2558,Mozambique,limit public gatherings,Introduction / extension of measures,-,Africa,Social distancing,2020-03-23,2020-03-21 00:00:00
2559,Mozambique,limit public gatherings,Phase-out measure,-,Africa,Social distancing,2020-04-08,2020-04-14 00:00:00
2560,Mozambique,mass population testing,Introduction / extension of measures,-,Africa,Public health measures,2020-04-26,2020-05-05 00:00:00
2561,Mozambique,other public health measures enforced,Introduction / extension of measures,-,Africa,Public health measures,2020-04-22,2020-04-28 00:00:00
2562,Mozambique,psychological assistance and medical social work,Introduction / extension of measures,-,Africa,Public health measures,2020-05-07,2020-05-12 00:00:00
2563,Mozambique,requirement to wear protective gear in public,Introduction / extension of measures,-,Africa,Public health measures,2020-04-08,2020-04-14 00:00:00
2564,Mozambique,schools closure,Introduction / extension of measures,-,Africa,Social distancing,2020-03-23,2020-03-21 00:00:00
2565,Mozambique,state of emergency declared,Introduction / extension of measures,-,Africa,Governance and socio-economic measures,2020-04-01,2020-03-31 00:00:00
2566,Mozambique,strengthening the public health system,Introduction / extension of measures,-,Africa,Public health measures,2020-03-30,2020-04-07 00:00:00
2567,Mozambique,visa restrictions,Introduction / extension of measures,-,Africa,Movement restrictions,2020-03-23,2020-03-21 00:00:00
2568,Myanmar,additional health/documents requirements upon arrival,Introduction / extension of measures,-,Asia,Movement restrictions,2020-03-15,2020-04-08 00:00:00
2569,Myanmar,amendments to funeral and burial regulations,Introduction / extension of measures,-,Asia,Public health measures,2020-04-04,2020-04-08 00:00:00
2570,Myanmar,awareness campaigns,Introduction / extension of measures,-,Asia,Public health measures,2020-04-04,2020-04-08 00:00:00
2571,Myanmar,border closure,Introduction / extension of measures,-,Asia,Movement restrictions,2020-03-25,2020-04-07 00:00:00
2572,Myanmar,economic measures,Introduction / extension of measures,-,Asia,Governance and socio-economic measures,2020-03-14,2020-04-08 00:00:00
2573,Myanmar,economic measures,Phase-out measure,-,Asia,Governance and socio-economic measures,2020-02-24,2020-04-08 00:00:00
2574,Myanmar,emergency administrative structures activated or established,Introduction / extension of measures,-,Asia,Governance and socio-economic measures,2020-03-13,2020-04-08 00:00:00
2575,Myanmar,general recommendations,Introduction / extension of measures,-,Asia,Public health measures,2020-03-15,2020-04-08 00:00:00
2576,Myanmar,health screenings in airports and border crossings,Introduction / extension of measures,-,Asia,Public health measures,2020-03-19,2020-04-08 00:00:00
